a̱o,departamento,provincia,municipio,nivel,vuelta,coalicion,partido_lider,partido,siglas,votos
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,30
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"6,610"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,429
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"6,659"
1962,SAN PEDRO DE MACORIS,PROVINCIA LA ROMANA,LA ROMANA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,261
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,8
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,61
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,15
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"7,056"
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,65
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,844
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,144
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,5
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,61
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,14
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"7,055"
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,118
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,836
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,LOS LLANOS,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,143
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,4
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,7
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,624"
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,18
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,178
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,4
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,21
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,7
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,527"
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,23
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,170
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,RAMON SANTANA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,72
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,98
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,119
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,146
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"14,886"
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,209
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"3,909"
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,586
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,67
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,172
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,144
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"14,565"
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,248
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"3,517"
1962,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,618
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,315
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,13
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,30
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,693"
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,130
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,920"
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,160
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,317
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,660"
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,132
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,913"
1962,SANTIAGO,PROVINCIA DAJABON,DAJABON,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,206
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,375
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,18
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"4,501"
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,77
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,905
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,376
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"4,007"
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,77
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,904
1962,SANTIAGO,PROVINCIA DAJABON,LOMA DE CABRERA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,408
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,251
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,17
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,36
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,318"
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,14
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,269
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,70
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,257
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,17
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,36
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,300"
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,14
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,269
1962,SANTIAGO,PROVINCIA DAJABON,RSTAURACION,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,81
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,"1,135"
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,46
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"4,154"
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,83
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,297"
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,"1,135"
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,32
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,53
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,754"
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,79
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,257"
1962,SANTIAGO,MONTECRISTI,GUAYUBIN,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,368
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,"1,068"
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,49
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,692"
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,83
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,901
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,"1,083"
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,36
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,49
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,149"
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,95
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,098"
1962,SANTIAGO,MONTECRISTI,MONTECRISTI,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,355
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,301
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,39
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,13
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,775"
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,99
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,578
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,103
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,303
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,13
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,12
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,726"
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,111
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,560
1962,SANTIAGO,MONTECRISTI,PEPILLO SANCEDO,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,124
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,"1,204"
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,42
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,594"
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,166
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,087"
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,"1,312"
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,30
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,41
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,201"
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,208
